department,station,safety_center,address,jurisdiction
경기소방재난본부,송탄소방서,모곡119안전센터,경기도 평택시 산단로64번길 2,"평택시 모곡동, 평택시 칠괴동, 평택시 가재동, 평택시 장안동, 평택시 칠원동, 평택시 도일동, 평택시 장당동, 평택시 이충동"
경기소방재난본부,송탄소방서,서탄119안전센터,경기도 평택시 서탄면 서탄로 241,"평택시 서탄면 금각리, 평택시 서탄면 금암리, 평택시 서탄면 내천리, 평택시 서탄면 마무리, 평택시 서탄면 사리, 평택시 서탄면 수월암리, 평택시 서탄면 장등리, 평택시 서탄면 적봉리, 평택시 서탄면 황구지리, 평택시 서탄면 회화리"
경기소방재난본부,송탄소방서,신장119안전센터,경기도 평택시 경기대로 1627,"평택시 지산동, 평택시 독곡동, 평택시 신장1동, 평택시 신장2동, 평택시 서정동, 평택시 지산동, 평택시 서정동"
경기소방재난본부,송탄소방서,진위119안전센터,경기도 평택시 진위면 봉남길 30,"평택시 진위면 봉남리, 평택시 진위면 마산리, 평택시 진위면 은산리, 평택시 진위면 동천리, 평택시 진위면 청호리, 평택시 진위면 갈곶리, 평택시 진위면 야막리, 평택시 진위면 가곡리, 평택시 진위면 견산리, 평택시 진위면 하북리, 평택시 진위면 신리, 평택시 진위면 고현리"
경기소방재난본부,송탄소방서,청북119안전센터,경기도 평택시 청북읍 현곡산단로 16,"평택시 청북읍 고렴리, 평택시 청북읍 고잔리, 평택시 청북읍 백봉리, 평택시 청북읍 삼계리, 평택시 청북읍 어소리, 평택시 청북읍  어연리, 평택시 청북읍 옥길리, 평택시 청북읍 율북리, 평택시 청북읍 토진리, 평택시 청북읍 한산리, 평택시 청북읍 현곡리, 평택시 청북읍 후사리"
경기소방재난본부,수원남부소방서,119구조대,경기도 수원시 권선구 동수원로 286,
경기소방재난본부,수원남부소방서,고색119안전센터,경기도 수원시 권선구 서부로 1614,"수원시 권선구 고색동, 수원시 권선구 평동, 수원시 권선구 평리동, 수원시 권선구 오목천동, 수원시 권선구 세류1동"
경기소방재난본부,수원남부소방서,권선119안전센터,경기도 수원시 권선구 동수원로 286,"수원시 권선구 권선1동, 수원시 권선구 권성2동, 수원시 권선구 곡반정동,수원시 권선구  대황교동, 수원시 권선구 장지동, 수원시 권선구 인계동"
경기소방재난본부,수원남부소방서,매산119안전센터,경기도 수원시 팔달구 매산로 89,"수원시 권선구 세류2동, 수원시 권선구 세류3동, 수원시 권선구 팔달로1가, 수원시 권선구 팔달로2가, 수원시 권선구 팔달로3가, 수원시 권선구 남창동, 수원시 권선구 영동, 수원시 권선구 중동, 수원시 권선구 구천동, 수원시 권선구 신풍동, 수원시 권선구 매교동, 수원시 권선구 매산동, 수원시 권선구 고등동"
경기소방재난본부,수원남부소방서,서둔119안전센터,경기도 수원시 권선구 서호동로 48,"수원시 권선구 서둔동, 수원시 권선구 탑동, 수원시 권선구 구운동, 수원시 권선구 화서1동, 수원시 권선구 화서2동"
경기소방재난본부,수원남부소방서,지만119안전센터,경기도 수원시 팔달구 경수대로 660,"수원시 권선구 남수동, 수원시 권선구 매향동, 수원시 권선구 북수동, 수원시 권선구 장안동, 수원시 권선구 지동, 수원시 권선구 우만1동, 수원시 권선구 우만2동"
경기소방재난본부,수원남부소방서,호매실119안전센터,경기도 수원시 권선구 금곡로 194,"수원시 권선구 금곡동, 수원시 권선구 호매실동, 수원시 권선구 입북동, 수원시 권선구 당수동"
경기소방재난본부,수원소방서,119구조대,경기도 수원시 장안구 정자천로189번길 12 ,
경기소방재난본부,수원소방서,영통119안전센터,경기도 수원시 영통구 매영로 325,"수원시 영통구 영통동, 수원시 영통구 신동, 수원시 영통구 망포동, 화성시 병점구 진안동"
경기소방재난본부,수원소방서,원천119안전센터,경기도 수원시 영통구 중부대로 349,"수원시 영통구 원천동, 수원시 영통구 매탄동"
경기소방재난본부,수원소방서,이의119안전센터,경기도 수원시 영통구 도청로 10,"수원시 영통구 이의동, 수원시 영통구 하동, 수원시 장안구 연무동, 수원시 장안구 상광교동, 수원시 연무동 하광교동"
경기소방재난본부,수원소방서,정자119안전센터,경기도 수원시 정자천로189번길 12,"수원시 장안구 영화동, 수원시 장안구 조원1동, 수원시 장안구 조원2동, 수원시 장안구 정자2동, 수원시 장안구 정자3동, 수원시 장안구 송죽동"
경기소방재난본부,수원소방서,파장119안전센터,경기도 수원시 장안구 서부로 2308,"수원지 장안구 파장동, 수원지 장안구 이목동, 수원지 장안구 율천동, 수원지 장안구 천천동, 수원지 장안구 정자동"
경기소방재난본부,시흥소방서,119구조대,경기도 시흥시 정왕신길로 206,
경기소방재난본부,시흥소방서,목감119안전센터,경기도 시흥시 목감우회로 15,"시흥시 목감동, 시흥시 논곡동, 시흥시 물왕동, 시흥시 조남동, 시흥시 산현동, 시흥시 무지내동, 시흥시 도창동, 시흥시 금이동"
경기소방재난본부,시흥소방서,시흥119안전센터,경기도 시흥시 정왕신길로 206,시흥시
경기소방재난본부,시흥소방서,연성119안전센터,경기도 시흥시 새재로 29,"시흥시 방산동, 시흥시 미산동, 시흥시 포동, 시흥시 장곡동, 시흥시 장현동, 시흥시 하중동, 시흥시 하상동, 시흥시 능곡동, 시흥시 화정동, 시흥시 광석동"
경기소방재난본부,시흥소방서,은행119안전센터,경기도 시흥시 대은로 4,"시흥시 대야동, 시흥시 신천동, 시흥시 은행동, 시흥시 과림동, 시흥시 매화동, 시흥시 안현동, 시흥시 계수동"
경기소방재난본부,시흥소방서,정왕119안전센터,경기도 시흥시 공단1대로 259번길 1,"시흥시 정왕1동, 시흥시 정왕2동, 시흥시 정왕3동"
경기소방재난본부,안산소방서,119구조대,경기도 안산시 단원구 화랑로 407,
경기소방재난본부,안산소방서,고잔119안전센터,경기도 안산시 단원구 화랑로 407,"안산시 단원구 고잔동, 안산시 단원구 와동, 안산시 단원구 성포동"
경기소방재난본부,안산소방서,군자119안전센터,경기도 안산시 단원구 번영1로 45,안산시 단원구 성곡동
경기소방재난본부,안산소방서,대부119안전센터,경기도 안산시 단원구 영전로 375,"안산시 단원구 대부동동, 안산시 단원구 남동, 안산시 단원구 북동, 안산시 단원구 선감동, 안산시 단원구 육도"
경기소방재난본부,안산소방서,반월119안전센터,경기도 안산시 상록구 건지미길 48,"안산시 단원구 건건동, 안산시 단원구 사사동, 안산시 단원구 팔곡일동, 안산시 단원구 팔곡이동"
경기소방재난본부,안산소방서,사동119안전센터,경기도 안산시 상록구 항가울로 230,"안산시 단원구 사동, 안산시 단원구 호수동"
경기소방재난본부,안산소방서,상록수119안전센터,경기도 안산시 상록구 충장로 237,"안산시 단원구 본오동, 안산시 단원구 일동, 안산시 단원구 이동"
경기소방재난본부,안산소방서,선부119안전센터,경기도 안산시 단원구 선부광장서로 43 (선부동),"안산시 단원구 선부동, 안산시 단원구 화정동, 안산시 단원구 백운동"
경기소방재난본부,안산소방서,성곡119안전센터,경기도 안산시 단원구 장자골로 66,"안산시 단원구 목내동, 안산시 단원구 성곡동"
경기소방재난본부,안산소방서,수암119안전센터,경기도 안산시 상록구 수암4길 3,"안산시 단원구 수암동, 안산시 단원구 장상동, 안산시 단원구 장하동, 안산시 단원구 양상동"
경기소방재난본부,안산소방서,신길119안전센터,경기도 안산시 단원구 삼일로 50,"안산시 단원구 원곡본동, 안산시 단원구 신길동"
경기소방재난본부,안산소방서,원시119안전센터,경기도 안산시 단원구 동산로 31,"안산시 단원구 원시동, 안산시 단원구 초지동"
경기소방재난본부,안산소방서,월피119안전센터,경기도 안산시 상록구 충장로 645,"안산시 단원구 월피동, 안산시 단원구 부곡동"
경기소방재난본부,안성소방서,119구조대,경기도 안성시 공단2로 74,
경기소방재난본부,안성소방서,공도119안전센터,경기도 안성시 공도읍 공도로 111,안성시 공도읍
경기소방재난본부,안성소방서,도기119안전센터,경기도 안성시 미양로 855,"안성시 안성1동, 안성시 안성2동, 안성시 안성3동, 안성시 보개면, 안성시 대덕면, 안성시 고삼면"
경기소방재난본부,안성소방서,미양119안전센터,경기도 안성시 미양면 제2공단3길 8,"안성시 미양면, 안성시 서운면, 안성시 금광면"
경기소방재난본부,안성소방서,양성119지역대,경기도 안성시 양성면 만세로 605,안성시 양성면
경기소방재난본부,안성소방서,원곡119안전센터,경기도 안성시 원곡면 원곡물류단지로 162-20,"안성시 원곡면, 안성시 양성면"
경기소방재난본부,안성소방서,일죽119지역대,경기도 안성시 일죽면 금일로 431,안성시 일죽면
경기소방재난본부,안성소방서,죽산119안전센터,경기도 안성시 죽산면 장원공단길 38,"안성시 죽산면, 안성시 일죽면, 안성시 삼죽면"
경기소방재난본부,안양소방서,119구조대,경기도 안양시 동안구 평촌대로211번길 56,
경기소방재난본부,안양소방서,관양119안전센터,경기도 안양시 동안구 동편로13번길 6,"안양시 비산1동, 안양시 비산2동, 안양시 비산3동, 안양시 관양동"
경기소방재난본부,안양소방서,귀인119안전센터,경기도 안양시 동안구 평촌대로 104,"안양시 귀인동, 안양시 신촌동, 안양시 갈산동, 안양시 호계1동, 안양시 호계2동, 안양시 호계3동"
경기소방재난본부,안양소방서,박달119안전센터,경기도 안양시 만안구 오리로 38,"안양시 박달동, 안양시 호현동, 안양시 안양3동, 안양시 안양9동"
경기소방재난본부,안양소방서,부림119안전센터,경기도 안양시 동안구 관평로212번길 32,"안양시 부림동, 안양시 부흥동, 안양시 달안동, 안양시 범계동, 안양시 평안동, 안양시 평촌동, 안양시 인덕원동"
경기소방재난본부,안양소방서,석수119안전센터,경기도 안양시 만안구 석수로 28,"안양시 석수1동, 안양시 석수2동, 안양시 충훈동, 안양시 안양2동"
경기소방재난본부,안양소방서,안양119안전센터,경기도 안양시 만안구 현충로 55,안양시
경기소방재난본부,양주소방서,119구조대,경기도 양주시 백석읍 꿈나무로 156 양주소방서,
경기소방재난본부,양주소방서,고읍119안전센터,경기도 양주시 고덕로 266,"양주시 양주1동, 양주시 양주2동"
경기소방재난본부,양주소방서,광적119안전센터,경기도 양주시 광적면 광적로 55,양주시 광적면
경기소방재난본부,양주소방서,남면119안전센터,경기도 양주시 남면 삼육사로 247,"양주시 남면, 양주시 은현면"
